algorithm,psnr,ssim,edge_preservation,iou,dice_coefficient,precision,recall,compression_ratio,execution_time,cpu_usage,memory_usage_mb,performance_score
Otsu,18.854778239658295,0.7097258643211531,0.5759529269242417,0.6944397342418029,0.8196688500727802,0.9868129942388995,0.700944467783846,0.0,0.0012900829315185547,0.0,0.0,99.9956997235616
Adaptive Thresholding,11.705845639232493,0.5155780333575578,0.4318450518116698,0.5046293438676624,0.670768978319283,0.9839034810602642,0.508830073596913,0.0,0.0015473365783691406,0.0,0.0,99.99484221140544
Region Growing,6.913327906896226,0.0007490250649354781,0.00016508006383095803,1.555960105182903e-05,3.1118717908822155e-05,1.0,1.555960105182903e-05,0.0,0.0019223690032958984,0.0,0.0,99.99359210332234
Split and Merge,18.854778239658295,0.7097258643211531,0.5759529269242417,0.6944397342418029,0.8196688500727802,0.9868129942388995,0.700944467783846,0.0,0.033939361572265625,88.2,0.0,70.48686879475912
MobileNet-Seg,6.913207462599853,0.0007323908309203223,0.0,0.0,0.0,0.0,0.0,0.0,0.26245999336242676,102.9,0.0,65.79180002212524
K-Means,23.278766897502365,0.694428815488575,0.11468531468531469,0.6547600413236077,0.7913655454235877,0.9869290298225746,0.6604875892124045,0.0,0.42015910148620605,97.6,0.0,66.06613632837932
Otsu,11.732593259154488,0.37400713504443645,0.0511482254697286,0.4522985355157021,0.6228726731520028,0.9825450833616877,0.455962230783806,0.0,0.0017511844635009766,0.0,0.0,99.994162718455
Adaptive Thresholding,14.120676649843029,0.24106301882613515,0.02723329489924779,0.7205491446977516,0.8375804282234905,0.9866820829051045,0.7276258447546264,0.0,0.001291036605834961,0.0,0.0,99.99569654464722
Region Growing,11.264198258038963,0.4323237533631709,0.05908736349453978,0.6429435325532082,0.7826727088472055,0.9919304027528716,0.6463241331396451,0.0,0.07416200637817383,94.4,0.0,68.28612664540609
Split and Merge,11.732593259154488,0.37400713504443645,0.0511482254697286,0.4522985355157021,0.6228726731520028,0.9825450833616877,0.455962230783806,0.0,0.006354331970214844,157.1,0.0,66.64548556009929
MobileNet-Seg,100.0,1.0,1.0,0.96636962890625,0.9828972281714623,0.96636962890625,1.0,0.0,0.2587292194366455,100.5,0.23046875,65.79655364354451
K-Means,20.704908866062336,0.5998416218444138,0.31839352008099897,0.5782041841729112,0.7327368536612142,0.9178986453964106,0.609738272507194,0.0,0.24637246131896973,97.4,0.0,66.71209179560343
Otsu,16.40062260617594,0.6812881882696941,0.4539750266675033,0.3697534976682212,0.5398832684824902,0.5476201663299347,0.5323619421732974,0.0,0.0014040470123291016,0.0,0.0,99.99531984329224
Adaptive Thresholding,10.977410239547945,0.47417819986964355,0.33460076045627374,0.4202765465237431,0.5918235396513565,0.6495360262008734,0.5435298954003562,0.0,0.0013120174407958984,0.0,0.0,99.99562660853069
Region Growing,5.929871917851662,0.0016475696721632942,0.0,6.851505047275384e-05,0.0001370207129644431,1.0,6.851505047275384e-05,0.0,0.0017251968383789062,573.1,0.0,66.66091601053874
Split and Merge,16.40062260617594,0.6812881882696941,0.4539750266675033,0.3697534976682212,0.5398832684824902,0.5476201663299347,0.5323619421732974,0.0,0.024071693420410156,124.6,0.0,66.58642768859863
MobileNet-Seg,5.929722592548757,0.0016653695968950055,0.0,0.0,0.0,0.0,0.0,0.0,0.279146671295166,96.7,0.02734375,66.83526630401612
K-Means,27.754279414713277,0.7446451219432465,0.20283762480294273,0.3708749339056328,0.5410777084515032,0.9809954751131221,0.37355889724310776,0.0,0.31397056579589844,101.9,0.0,65.62009811401367
Otsu,11.452041930574486,0.32435754347226875,0.08166679339974146,0.45030457483838887,0.6209793206900246,0.9826381824347237,0.4539160401002506,0.0,0.0019192695617675781,0.0,0.0,99.99360243479411
Adaptive Thresholding,11.73861887068657,0.25016695471488976,0.052461958960551544,0.5664703146798946,0.7232442381720483,0.9819955391932926,0.5724154135338346,0.0,0.0015196800231933594,0.0,0.0,99.99493439992268
Region Growing,10.272332137525602,0.20556830797357417,0.05991310313286074,0.5561363777377923,0.7147656024162439,0.9827855596063705,0.5616071428571429,0.0,0.07278180122375488,96.1,0.0,67.72406066258749
Split and Merge,11.452041930574486,0.32435754347226875,0.08166679339974146,0.45030457483838887,0.6209793206900246,0.9826381824347237,0.4539160401002506,0.0,0.0030007362365722656,0.0,0.0,99.9899975458781
MobileNet-Seg,8.859101968016795,0.3441480502518722,0.5591397849462365,0.34084035677551083,0.50839811772249,0.9447257563507936,0.3477756892230576,0.0,0.27309536933898926,102.5,0.0,65.75634876887004
K-Means,22.922184087375648,0.6534562074029426,0.3272990586531499,0.45722032847846295,0.6275239502812364,0.9909997649192329,0.4591268359472243,0.0,0.2754831314086914,98.0,0.0,66.4150562286377
Otsu,15.627946069132745,0.6295078999777172,0.4215960298899093,0.6759826540533033,0.8066702270676415,0.9881118881118881,0.6815253920836445,0.0,0.0013325214385986328,0.0,0.0,99.99555826187134
Adaptive Thresholding,9.771933687783617,0.38580821752684386,0.30992024111441907,0.5338768841897599,0.6961143879181279,0.9826945445260858,0.538943863579786,0.0,0.001447916030883789,684.8,0.0,66.66184027989705
Region Growing,5.311549944165689,0.0007145958478134038,0.0005752794214332676,0.0004045307443365696,0.0008087343307723412,1.0,0.0004045307443365696,0.0,0.0019364356994628906,0.0,0.0,99.99354521433513
Split and Merge,15.627946069132745,0.6295078999777172,0.4215960298899093,0.6759826540533033,0.8066702270676415,0.9881118881118881,0.6815253920836445,0.0,0.016215801239013672,61.6,0.0,79.41261399586996
MobileNet-Seg,6.808207964447615,0.17715568815831936,0.11269791990065198,0.2156615633557381,0.3548052679405629,1.0,0.2156615633557381,0.0,0.26775670051574707,100.8,0.0,65.77414433161418
K-Means,21.81123369220923,0.6647843532886396,0.07525010874293171,0.5029762362531723,0.6693069712227271,0.9799226873632795,0.5082135364053151,0.0,0.3341689109802246,101.7,0.0,65.55277029673259
Otsu,14.236643014155963,0.3935587461586782,0.08341708542713568,0.4287697005212349,0.600194279546681,0.9822999470058293,0.432108166912736,0.0,0.002900362014770508,0.0,0.0,99.99033212661743
Adaptive Thresholding,15.723110339238486,0.32105809476159114,0.03498694516971279,0.7398664316853724,0.8504864720778356,0.9929253112033195,0.7437873960680705,0.0,0.0010557174682617188,0.0,0.0,99.99648094177246
Region Growing,10.324206199202894,0.22240013926111377,0.06368330464716007,0.31253389528487535,0.47622982752310905,0.9905706708574796,0.31346646981117415,0.0,0.03682279586791992,108.6,0.0,66.5439240137736
Split and Merge,14.236643014155963,0.3935587461586782,0.08341708542713568,0.4287697005212349,0.600194279546681,0.9822999470058293,0.432108166912736,0.0,0.0056269168853759766,177.3,0.0,66.64791027704875
MobileNet-Seg,8.622964531797507,0.003052924057226893,0.0,0.0,0.0,0.0,0.0,0.0,0.27681565284729004,101.1,0.0,65.74394782384236
K-Means,22.140490189003085,0.7252310543555289,0.35877210280681,0.6717703349282297,0.8036634230108758,0.9341938918091689,0.7051378634925418,0.0,0.27231502532958984,99.1,0.0,66.05894991556804
Otsu,11.261607634715013,0.5397703659032823,0.34836137656094274,0.6578307135754935,0.7936042060129651,0.806782211613305,0.7808497815277987,0.0,0.00147247314453125,0.0,0.0,99.99509175618489
Adaptive Thresholding,8.701426969307477,0.3274406053210272,0.2822012295696506,0.4556952495671159,0.6260860570955731,0.6452747721336816,0.6080056250313897,0.0,0.0014369487762451172,0.0,0.0,99.99521017074585
Region Growing,3.7045121033189874,0.00019909032715039287,0.0003616636528028933,0.0,0.0,0.0,0.0,0.0,0.0016913414001464844,0.0,0.0,99.99436219533284
Split and Merge,11.261607634715013,0.5397703659032823,0.34836137656094274,0.6578307135754935,0.7936042060129651,0.806782211613305,0.7808497815277987,0.0,0.016472816467285156,60.6,0.0,79.74509061177572
MobileNet-Seg,3.7039267177682653,9.637917207934171e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.28726768493652344,100.9,0.0,65.70910771687825
K-Means,23.574871384504185,0.6824025277848321,0.15647921760391198,0.6869788621888557,0.81444869000611,0.9889489303273242,0.6922933817031766,0.0,0.29120707511901855,99.6,0.0,65.82930974960327
Otsu,23.970980818175555,0.8894740367211899,0.34945054945054943,0.893687043444829,0.9438592786895896,0.9910973155507043,0.9009193370850969,0.0,0.0008382797241210938,0.0,0.0,99.99720573425293
Adaptive Thresholding,12.552615018371151,0.24177037938820603,0.06876761981474024,0.6701897521478459,0.8025312708163719,0.9951129975909143,0.6724028339767143,0.0,0.0012810230255126953,0.0,0.0,99.99572992324829
Region Growing,7.071204641801444,0.007845171682900267,0.1068238656663094,0.045160690200455794,0.0864186543253827,1.0,0.045160690200455794,0.0,0.0076580047607421875,130.3,0.0,66.64113998413086
Split and Merge,23.970980818175555,0.8894740367211899,0.34945054945054943,0.893687043444829,0.9438592786895896,0.9910973155507043,0.9009193370850969,0.0,0.011199951171875,89.2,0.0,70.22933349609376
MobileNet-Seg,7.28553964662988,0.05426395666101632,0.10159965412883701,0.06571787358727502,0.12333071484681854,1.0,0.06571787358727502,0.0,0.267380952835083,97.2,0.0,66.7087301572164
K-Means,24.34334557875453,0.6575612861320314,0.26093811588490345,0.37278493836011406,0.5431075588656025,0.9926131883636967,0.3738219895287958,0.0,0.37711095809936523,100.8,0.0,65.40963013966878
Otsu,17.459707394426182,0.643925919654584,0.24787421787261352,0.6816485201418682,0.8106908334024074,0.9869489168946495,0.6878487145424709,0.0,0.0014753341674804688,0.0,0.0,99.99508221944173
Adaptive Thresholding,12.516251151588131,0.29550299613892667,0.10560620436450642,0.6093759663553714,0.7572822995926524,0.9827693688751465,0.6159568648902086,0.0,0.0013885498046875,713.0,0.0,66.6620381673177
Region Growing,7.489807353635925,0.006082461745861762,0.06132440092759598,0.031163326996790176,0.06044304753845689,0.9119927040583675,0.031257325935766196,0.0,0.0060482025146484375,0.0,0.0,99.97983932495117
Split and Merge,17.459707394426182,0.643925919654584,0.24787421787261352,0.6816485201418682,0.8106908334024074,0.9869489168946495,0.6878487145424709,0.0,0.011866331100463867,84.2,0.0,71.8937788963318
MobileNet-Seg,7.49294097183698,0.011112832835778873,0.016684901531728667,0.014925373134328358,0.029411764705882353,1.0,0.014925373134328358,0.0,0.26949000358581543,96.5,0.0,66.93503332138062
K-Means,25.779982584122475,0.6594074103663478,0.10589543937708565,0.46613657188116353,0.6358706014448234,0.989320676357164,0.46849392042705296,0.0,0.2872645854949951,100.9,0.0,65.70911804835002
Otsu,16.711623860217728,0.5940634026109252,0.10147707653942067,0.7009157368218546,0.8241627984834913,0.9804520990312163,0.7108495793466215,0.0,0.001251220703125,0.0,0.0,99.99582926432292
Adaptive Thresholding,11.664788467870409,0.2884634718921056,0.10659192274642988,0.592132632779156,0.7438232476217205,0.9787591687041565,0.5998407916712192,0.0,0.0017423629760742188,0.0,0.0,99.99419212341309
Region Growing,6.771512567789028,0.00034537931524824183,0.0,1.56086596843929e-05,3.121683211587688e-05,1.0,1.56086596843929e-05,0.0,0.0018749237060546875,0.0,0.0,99.99375025431316
Split and Merge,16.711623860217728,0.5940634026109252,0.10147707653942067,0.7009157368218546,0.8241627984834913,0.9804520990312163,0.7108495793466215,0.0,0.009157419204711914,109.1,0.0,66.6361419359843
MobileNet-Seg,6.917820133614226,0.09229381015312743,0.22844935913546116,0.1018761316101642,0.18491394574686593,0.9998468137254902,0.10187772176003247,0.0,0.28311586380004883,98.9,0.0,66.08961378733316
K-Means,23.943959207729737,0.5166660426872904,0.06552109527801062,0.37912989626877225,0.54981027863221,0.9908553856113943,0.38046112733826365,0.0,0.31328654289245605,98.9,0.0,65.98904485702515
Otsu,12.817402346061634,0.4464102617728889,0.19818213196801474,0.596439444281321,0.7472121118252923,0.9911402157164869,0.5996364427319619,0.0,0.001617431640625,0.0,0.0,99.99460856119792
Adaptive Thresholding,11.866946473971804,0.31637079034918075,0.1550132957922728,0.5912171027243961,0.7431004879373733,0.9891279084781655,0.5950842085637934,0.0,0.0016868114471435547,0.0,0.0,99.99437729517619
Region Growing,11.771147464335705,0.26220525345154827,0.14439293153262112,0.5594619666048237,0.7175063946225686,0.9913429401128705,0.562208688086508,0.0,0.07434678077697754,107.6,0.0,66.41884406407674
Split and Merge,12.817402346061634,0.4464102617728889,0.19818213196801474,0.596439444281321,0.7472121118252923,0.9911402157164869,0.5996364427319619,0.0,0.005043506622314453,0.0,0.0,99.98318831125896
MobileNet-Seg,7.074087183423301,0.0003200147143503293,0.0,0.0,0.0,0.0,0.0,0.0,0.2684197425842285,96.8,0.0,66.83860085805257
K-Means,22.87535178618664,0.6713699158370184,0.2944105117281733,0.44068739568523213,0.6117737921565262,0.9874987013886484,0.4431597432669744,0.0,0.2726280689239502,102.7,0.0,65.75790643692017
Otsu,15.883543430914632,0.6387898209362192,0.4881656804733728,0.6945784711196066,0.8197654849948603,0.9885042341275064,0.7002346651747556,0.0,0.0013442039489746094,0.0,0.0,99.99551932017009
Adaptive Thresholding,9.834936844143261,0.4356630131742385,0.39109030192446725,0.5126740174941481,0.6778380689627088,0.9826151121605667,0.517366777005921,0.0,0.0014522075653076172,0.0,0.0,99.99515930811565
Region Growing,5.380319968948045,0.00021643189514304874,0.0,1.5540740050041183e-05,3.108099707838627e-05,1.0,1.5540740050041183e-05,0.0,0.00213623046875,0.0,0.0,99.99287923177083
Split and Merge,15.883543430914632,0.6387898209362192,0.4881656804733728,0.6945784711196066,0.8197654849948603,0.9885042341275064,0.7002346651747556,0.0,0.024849414825439453,80.4,0.0,73.11716861724854
MobileNet-Seg,5.769675184972167,0.24857781726315445,0.2962328767123288,0.2487290877160551,0.39837157660991857,0.9660743134087237,0.2509207888479649,0.0,0.2658724784851074,101.5,0.0,65.78042507171631
K-Means,26.637047083002567,0.6284165502651858,0.22254729861517455,0.03859996109201738,0.07433075782408491,0.07805533700498295,0.07094544262685856,0.0,0.2515256404876709,99.4,0.0,66.0282478650411
Otsu,13.429161755135341,0.33817873380325403,0.20130576713819368,0.6978396404233724,0.8220324508966695,0.9630237304413942,0.7170525312118232,0.0,0.001714944839477539,0.0,0.0,99.99428351720174
Adaptive Thresholding,12.686666073581241,0.3291989850628089,0.0807626912800583,0.4069500343575145,0.578485410881487,0.5440134376148233,0.6176216441703167,0.0,0.001598358154296875,0.0,0.0,99.99467213948567
Region Growing,7.99724077585663,0.0012626123373512077,0.010111953773925604,0.0,0.0,0.0,0.0,0.0,0.0021250247955322266,0.0,0.0,99.99291658401489
Split and Merge,13.429161755135341,0.33817873380325403,0.20130576713819368,0.6978396404233724,0.8220324508966695,0.9630237304413942,0.7170525312118232,0.0,0.013579607009887695,147.1,0.0,66.62140130996704
MobileNet-Seg,10.185415680222103,0.6538485081670414,0.7453216374269006,0.17739916338432415,0.3013407328648116,0.2667523702394344,0.34623521349185066,0.0,0.2682926654815674,96.9,0.0,66.80569111506144
K-Means,21.217993185622195,0.8069218909216169,0.4111557307593118,0.37912657893131013,0.5498067903601663,0.6639475652762441,0.46915351506456243,0.0,0.2973334789276123,100.9,0.0,65.67555507024129
Otsu,15.963467103187789,0.6977092919364898,0.5510613465606535,0.5269771964262783,0.6902227455126511,0.6602689346052177,0.7230234841048101,0.0,0.001416921615600586,0.0,0.0,99.995276927948
Adaptive Thresholding,11.056298320240337,0.5659413994537624,0.48230988206588044,0.38779177579384044,0.5588616139074855,0.6172219686596684,0.5105842080092627,0.0,0.0014481544494628906,691.9,0.0,66.66183948516846
Region Growing,5.855091773577294,0.000760988091371146,0.00038071669918621806,0.0,0.0,0.0,0.0,0.0,0.001967906951904297,0.0,0.0,99.99344031016032
Split and Merge,15.963467103187789,0.6977092919364898,0.5510613465606535,0.5269771964262783,0.6902227455126511,0.6602689346052177,0.7230234841048101,0.0,0.051541805267333984,96.9,0.0,67.52819398244222
MobileNet-Seg,5.854364803064499,0.0012197716927721104,0.00028548318028262835,0.002063619891282464,0.0041187402682204026,0.9213483146067416,0.0020639834881320948,0.0,0.43140554428100586,95.0,0.0,66.89531485239665
K-Means,22.321183508581676,0.7450832877460782,0.2276064610866373,0.5093105965304633,0.6748916991654919,0.9847160916433955,0.5133688165309956,0.0,0.3916163444519043,99.6,0.0,65.49461218516032
Otsu,23.756825809905383,0.8759711391868631,0.5785109386026818,0.8810713788354713,0.9367761252961305,0.987051033143808,0.8913744520976832,0.0,0.0013577938079833984,0.0,0.0,99.99547402064006
Adaptive Thresholding,12.833908458850056,0.29283004642951,0.16240029195558103,0.6917778467266522,0.8178116861680667,0.9871601877269105,0.698058860363181,0.0,0.0017025470733642578,0.0,0.0,99.99432484308879
Region Growing,6.6388020709340925,-0.0008979720920828351,0.01716549295774648,0.004743268628678772,0.009441752488976832,1.0,0.004743268628678772,0.0,0.004300117492675781,232.0,0.0,66.65233294169109
Split and Merge,23.756825809905383,0.8759711391868631,0.5785109386026818,0.8810713788354713,0.9367761252961305,0.987051033143808,0.8913744520976832,0.0,0.01666736602783203,119.9,0.0,66.61110877990723
MobileNet-Seg,6.638394648903523,0.006453078985058677,0.004193334804678879,0.0065410615923885826,0.012997108298871303,0.9457013574660633,0.00654351909830933,0.0,0.41453027725219727,96.5,0.0,66.45156574249268
K-Means,25.137966777897212,0.7786100522814516,0.11988054607508532,0.4214087546239211,0.592945207707572,0.9760808253900254,0.42580594922909204,0.0,0.46958208084106445,95.8,0.0,66.50139306386312
Otsu,11.273485475610235,0.28937684567393956,0.23653061224489796,0.38043730560326816,0.5511837503362927,0.9834786782942635,0.38288428593677,0.0,0.0028982162475585938,0.0,0.0,99.9903392791748
Adaptive Thresholding,12.12642329783802,0.3741119516020343,0.22922075478797457,0.5148107007312783,0.6797030156741728,0.9821055419842835,0.5196854072574365,0.0,0.002646207809448242,377.2,0.0,66.6578459739685
Region Growing,7.807238001400153,0.00019513518086249957,0.0005753077896674721,1.557389814670612e-05,3.1147311208359936e-05,1.0,1.557389814670612e-05,0.0,0.002765178680419922,0.0,0.0,99.99078273773193
Split and Merge,11.273485475610235,0.28937684567393956,0.23653061224489796,0.38043730560326816,0.5511837503362927,0.9834786782942635,0.38288428593677,0.0,0.0058972835540771484,169.3,0.0,66.64700905481975
MobileNet-Seg,8.671515699575224,0.19919552364904436,0.12506709608158884,0.21929605980376887,0.3597092897012428,1.0,0.21929605980376887,0.0,0.42682480812072754,98.4,0.0,65.77725063959757
K-Means,21.707513666569653,0.8371627201092791,0.4289588448711841,0.3009194705466303,0.4626258232881819,0.5189044150956545,0.41736035202780347,0.0,0.43900561332702637,93.4,0.0,67.40331462224324
Otsu,16.48850446743644,0.6944984097746056,0.5409000542201338,0.44337493237823417,0.6143586429725364,0.5700306983883346,0.6661621682222035,0.0,0.001451253890991211,0.0,0.0,99.99516248703003
