timestamp,node_id,image_id,algorithm,profile,psnr_db,ssim,mask_iou,mask_dice,mask_ref_source,cpu_time_ms,memory_kb,compressed_bytes,compression_ratio
2026-09-04T01:23:26.243894,pi-test-01,img_6058,JPEG2000-ROI,-,33.833,0.9054,0.3158,0.4801,sam_uploaded,1088.367,9724.0,160152.0,5.75
2026-09-04T01:23:29.681790,pi-test-01,img_6059,JPEG,-,37.221,0.9531,,,n/a,147.274,512.0,45934.0,20.06
2026-09-04T01:23:29.681790,pi-test-01,img_6059,JPEG2000-ROI,-,34.019,0.9079,0.338,0.5052,sam_uploaded,1091.376,9568.0,160586.0,5.74
2026-09-04T01:23:33.002468,pi-test-01,img_6060,JPEG,-,37.222,0.9531,,,n/a,147.636,512.0,45946.0,20.06
2026-09-04T01:23:33.002468,pi-test-01,img_6060,JPEG2000-ROI,-,33.639,0.9006,0.3143,0.4782,sam_uploaded,1086.882,9568.0,160184.0,5.75
2026-09-04T01:23:36.308673,pi-test-01,img_6061,JPEG,-,39.981,0.9532,,,n/a,140.895,512.0,23142.0,39.82
2026-09-04T01:23:36.308673,pi-test-01,img_6061,JPEG2000-ROI,-,39.838,0.9591,0.5799,0.7341,sam_uploaded,1057.387,9572.0,160493.0,5.74
2026-09-04T01:23:39.332809,pi-test-01,img_6062,JPEG,-,39.979,0.9532,,,n/a,138.832,512.0,23139.0,39.83
2026-09-04T01:23:39.332809,pi-test-01,img_6062,JPEG2000-ROI,-,39.903,0.9595,0.5987,0.749,sam_uploaded,1024.839,9568.0,160610.0,5.74
2026-09-04T01:23:42.422091,pi-test-01,img_6063,JPEG,-,39.979,0.9532,,,n/a,138.977,512.0,23164.0,39.79
2026-09-04T01:23:42.422091,pi-test-01,img_6063,JPEG2000-ROI,-,40.0,0.96,0.5823,0.736,sam_uploaded,1028.713,9668.0,160527.0,5.74
2026-09-04T01:23:45.473727,pi-test-01,img_6064,JPEG,-,39.981,0.9532,,,n/a,138.252,512.0,23153.0,39.8
2026-09-04T01:23:45.473727,pi-test-01,img_6064,JPEG2000-ROI,-,39.806,0.9594,0.4847,0.6529,sam_uploaded,1026.79,9568.0,160615.0,5.74
2026-09-04T01:23:48.662136,pi-test-01,img_6065,JPEG,-,37.464,0.9539,,,n/a,143.27,512.0,39551.0,23.3
2026-09-04T01:23:48.662136,pi-test-01,img_6065,JPEG2000-ROI,-,34.846,0.9258,0.5025,0.6689,sam_uploaded,1068.927,9568.0,160497.0,5.74
2026-09-04T01:23:51.922972,pi-test-01,img_6066,JPEG,-,37.469,0.9539,,,n/a,143.59,512.0,39588.0,23.28
2026-09-04T01:23:51.922972,pi-test-01,img_6066,JPEG2000-ROI,-,34.865,0.9276,0.5132,0.6783,sam_uploaded,1101.927,9568.0,160207.0,5.75
2026-09-04T01:23:55.088443,pi-test-01,img_6067,JPEG,-,37.469,0.9539,,,n/a,144.226,512.0,39564.0,23.29
2026-09-04T01:23:55.088443,pi-test-01,img_6067,JPEG2000-ROI,-,34.82,0.9272,0.5087,0.6743,sam_uploaded,1075.126,9568.0,160439.0,5.74
2026-09-04T01:23:58.314529,pi-test-01,img_6068,JPEG,-,37.464,0.9539,,,n/a,142.141,512.0,39569.0,23.29
2026-09-04T01:23:58.314529,pi-test-01,img_6068,JPEG2000-ROI,-,34.856,0.9278,0.5063,0.6722,sam_uploaded,1072.716,9568.0,160628.0,5.74
2026-09-04T01:24:01.764328,pi-test-01,img_6069,JPEG,-,35.294,0.9561,,,n/a,148.304,512.0,58327.0,15.8
2026-09-04T01:24:01.764328,pi-test-01,img_6069,JPEG2000-ROI,-,30.95,0.8887,0.5645,0.7216,sam_uploaded,1170.703,9568.0,160519.0,5.74
2026-09-04T01:24:05.040770,pi-test-01,img_6070,JPEG,-,35.296,0.9561,,,n/a,150.452,512.0,58348.0,15.79
2026-09-04T01:24:05.040770,pi-test-01,img_6070,JPEG2000-ROI,-,30.926,0.89,0.56,0.718,sam_uploaded,1151.416,9568.0,160624.0,5.74
2026-09-04T01:24:08.429737,pi-test-01,img_6071,JPEG,-,35.296,0.9561,,,n/a,150.804,512.0,58414.0,15.78
2026-09-04T01:24:08.429737,pi-test-01,img_6071,JPEG2000-ROI,-,30.911,0.8879,0.5942,0.7455,sam_uploaded,1152.526,9728.0,160608.0,5.74
2026-09-04T01:24:11.842006,pi-test-01,img_6072,JPEG,-,35.294,0.9561,,,n/a,149.027,512.0,58394.0,15.78
2026-09-04T01:24:11.842006,pi-test-01,img_6072,JPEG2000-ROI,-,30.995,0.8912,0.5874,0.74,sam_uploaded,1149.018,9568.0,160439.0,5.74
2026-09-04T01:24:15.139436,pi-test-01,img_6073,JPEG,-,35.078,0.9513,,,n/a,149.447,512.0,56043.0,16.44
